File,Start Line,End Line,Api,Type,Tips
data/base_dataset.py,135,135,torchvision.transforms.RandomCrop,SUPPORTED,"The corresponding api of ""torchvision.transforms.RandomCrop"" is ""mindspore.dataset.vision.c_transforms.RandomCrop"", will be converted to ""v_transforms.RandomCrop"" by x2mindspore."
data/base_dataset.py,143,143,torchvision.transforms.RandomHorizontalFlip,SUPPORTED,"The corresponding api of ""torchvision.transforms.RandomHorizontalFlip"" is ""mindspore.dataset.vision.c_transforms.RandomHorizontalFlip"", will be converted to ""v_transforms.RandomHorizontalFlip"" by x2mindspore."
data/base_dataset.py,148,148,torchvision.transforms.ToTensor,SUPPORTED,"The corresponding api of ""torchvision.transforms.ToTensor"" is ""mindspore.dataset.vision.py_transforms.ToTensor"", will be converted to ""v_transforms.ToTensor"" by x2mindspore."
data/base_dataset.py,150,150,torchvision.transforms.Normalize,SUPPORTED,"The corresponding api of ""torchvision.transforms.Normalize"" is ""mindspore.dataset.vision.c_transforms.Normalize"", will be converted to ""v_transforms.Normalize"" by x2mindspore."
data/base_dataset.py,152,152,torchvision.transforms.Normalize,SUPPORTED,"The corresponding api of ""torchvision.transforms.Normalize"" is ""mindspore.dataset.vision.c_transforms.Normalize"", will be converted to ""v_transforms.Normalize"" by x2mindspore."
data/base_dataset.py,154,154,torchvision.transforms.Compose,SUPPORTED,"The corresponding api of ""torchvision.transforms.Compose"" is ""mindspore.dataset.transforms.c_transforms.Compose"", will be converted to ""transforms.Compose"" by x2mindspore."
data/base_dataset.py,162,162,torchvision.transforms.Resize,SUPPORTED,"The corresponding api of ""torchvision.transforms.Resize"" is ""mindspore.dataset.vision.c_transforms.Resize"", will be converted to ""x2ms_adapter.vision_transforms.Resize"" by x2mindspore."
data/base_dataset.py,168,168,torchvision.transforms.RandomCrop,SUPPORTED,"The corresponding api of ""torchvision.transforms.RandomCrop"" is ""mindspore.dataset.vision.c_transforms.RandomCrop"", will be converted to ""v_transforms.RandomCrop"" by x2mindspore."
data/base_dataset.py,178,178,torchvision.transforms.RandomHorizontalFlip,SUPPORTED,"The corresponding api of ""torchvision.transforms.RandomHorizontalFlip"" is ""mindspore.dataset.vision.c_transforms.RandomHorizontalFlip"", will be converted to ""v_transforms.RandomHorizontalFlip"" by x2mindspore."
data/base_dataset.py,182,182,torchvision.transforms.ToTensor,SUPPORTED,"The corresponding api of ""torchvision.transforms.ToTensor"" is ""mindspore.dataset.vision.py_transforms.ToTensor"", will be converted to ""v_transforms.ToTensor"" by x2mindspore."
data/base_dataset.py,184,184,torchvision.transforms.Normalize,SUPPORTED,"The corresponding api of ""torchvision.transforms.Normalize"" is ""mindspore.dataset.vision.c_transforms.Normalize"", will be converted to ""v_transforms.Normalize"" by x2mindspore."
data/base_dataset.py,186,186,torchvision.transforms.Normalize,SUPPORTED,"The corresponding api of ""torchvision.transforms.Normalize"" is ""mindspore.dataset.vision.c_transforms.Normalize"", will be converted to ""v_transforms.Normalize"" by x2mindspore."
data/base_dataset.py,188,188,torchvision.transforms.Compose,SUPPORTED,"The corresponding api of ""torchvision.transforms.Compose"" is ""mindspore.dataset.transforms.c_transforms.Compose"", will be converted to ""transforms.Compose"" by x2mindspore."
data/panoaligned_dataset.py,52,52,torchvision.transforms.ToTensor,SUPPORTED,"The corresponding api of ""torchvision.transforms.ToTensor"" is ""mindspore.dataset.vision.py_transforms.ToTensor"", will be converted to ""v_transforms.ToTensor"" by x2mindspore."
data/panoaligned_dataset.py,55,55,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
data/panoaligned_dataset.py,55,55,torchvision.transforms.ToTensor,SUPPORTED,"The corresponding api of ""torchvision.transforms.ToTensor"" is ""mindspore.dataset.vision.py_transforms.ToTensor"", will be converted to ""v_transforms.ToTensor"" by x2mindspore."
data/panoaligned_dataset.py,58,58,torchvision.transforms.ToTensor,SUPPORTED,"The corresponding api of ""torchvision.transforms.ToTensor"" is ""mindspore.dataset.vision.py_transforms.ToTensor"", will be converted to ""v_transforms.ToTensor"" by x2mindspore."
data/panoaligned_dataset.py,59,59,torchvision.transforms.ToTensor,SUPPORTED,"The corresponding api of ""torchvision.transforms.ToTensor"" is ""mindspore.dataset.vision.py_transforms.ToTensor"", will be converted to ""v_transforms.ToTensor"" by x2mindspore."
data/panoaligned_dataset.py,64,64,torchvision.transforms.Normalize,SUPPORTED,"The corresponding api of ""torchvision.transforms.Normalize"" is ""mindspore.dataset.vision.c_transforms.Normalize"", will be converted to ""v_transforms.Normalize"" by x2mindspore."
data/panoaligned_dataset.py,65,65,torchvision.transforms.Normalize,SUPPORTED,"The corresponding api of ""torchvision.transforms.Normalize"" is ""mindspore.dataset.vision.c_transforms.Normalize"", will be converted to ""v_transforms.Normalize"" by x2mindspore."
data/panoaligned_dataset.py,66,66,torchvision.transforms.Normalize,SUPPORTED,"The corresponding api of ""torchvision.transforms.Normalize"" is ""mindspore.dataset.vision.c_transforms.Normalize"", will be converted to ""v_transforms.Normalize"" by x2mindspore."
util/image_pool.py,53,53,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
util/util.py,17,17,torch.Tensor,SUPPORTED,"The corresponding api of ""torch.Tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.Tensor"" by x2mindspore."
models/template_model.py,67,67,torch.optim.Adam,SUPPORTED,"The corresponding api of ""torch.optim.Adam"" is ""mindspore.nn.Adam"", will be converted to ""optim_register.adam"" by x2mindspore."
models/base_model.py,35,35,torch.device,UNSUPPORTED_ADAPTED,"""torch.device"" has no corresponding api in MindSpore, but will be converted to adapted api ""x2ms_adapter.Device"" by x2mindspore."
models/base_model.py,35,35,torch.device,UNSUPPORTED_ADAPTED,"""torch.device"" has no corresponding api in MindSpore, but will be converted to adapted api ""x2ms_adapter.Device"" by x2mindspore."
models/base_model.py,155,155,torch.cuda.is_available,UNSUPPORTED_ADAPTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, but will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
models/base_model.py,156,156,torch.save,SUPPORTED,"The corresponding api of ""torch.save"" is ""mindspore.save_checkpoint"", will be converted to ""x2ms_adapter.save"" by x2mindspore."
models/base_model.py,159,159,torch.save,SUPPORTED,"The corresponding api of ""torch.save"" is ""mindspore.save_checkpoint"", will be converted to ""x2ms_adapter.save"" by x2mindspore."
models/base_model.py,191,191,torch.load,SUPPORTED,"The corresponding api of ""torch.load"" is ""mindspore.load_checkpoint"", will be converted to ""x2ms_adapter.load"" by x2mindspore."
models/networks.py,16,16,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
models/networks.py,31,31,torch.nn.BatchNorm2d,SUPPORTED,"The corresponding api of ""torch.nn.BatchNorm2d"" is ""mindspore.nn.BatchNorm2d"", will be converted to ""x2ms_adapter.nn.BatchNorm2d"" by x2mindspore."
models/networks.py,59,59,torch.optim.lr_scheduler.LambdaLR,UNSUPPORTED_ADAPTED,"""torch.optim.lr_scheduler.LambdaLR"" has no corresponding api in MindSpore, but will be converted to adapted api ""lr_schedule_wrapper.LambdaLR"" by x2mindspore."
models/networks.py,61,61,torch.optim.lr_scheduler.StepLR,SUPPORTED,"The corresponding api of ""torch.optim.lr_scheduler.StepLR"" is ""mindspore.nn.piecewise_constant_lr"", will be converted to ""lr_schedule_wrapper.StepLR"" by x2mindspore."
models/networks.py,65,65,torch.optim.lr_scheduler.CosineAnnealingLR,UNSUPPORTED_ADAPTED,"""torch.optim.lr_scheduler.CosineAnnealingLR"" has no corresponding api in MindSpore, but will be converted to adapted api ""lr_schedule_wrapper.CosineAnnealingLR"" by x2mindspore."
models/networks.py,87,87,torch.nn.init.normal_,SUPPORTED,"The corresponding api of ""torch.nn.init.normal_"" is ""mindspore.common.initializer.Normal"", will be converted to ""x2ms_adapter.nn_init.normal_"" by x2mindspore."
models/networks.py,91,91,torch.nn.init.kaiming_normal_,SUPPORTED,"The corresponding api of ""torch.nn.init.kaiming_normal_"" is ""mindspore.common.initializer.HeNormal"", will be converted to ""x2ms_adapter.nn_init.kaiming_normal_"" by x2mindspore."
models/networks.py,97,97,torch.nn.init.constant_,SUPPORTED,"The corresponding api of ""torch.nn.init.constant_"" is ""mindspore.common.initializer.Constant"", will be converted to ""x2ms_adapter.nn_init.constant_"" by x2mindspore."
models/networks.py,100,100,torch.nn.init.normal_,SUPPORTED,"The corresponding api of ""torch.nn.init.normal_"" is ""mindspore.common.initializer.Normal"", will be converted to ""x2ms_adapter.nn_init.normal_"" by x2mindspore."
models/networks.py,101,101,torch.nn.init.constant_,SUPPORTED,"The corresponding api of ""torch.nn.init.constant_"" is ""mindspore.common.initializer.Constant"", will be converted to ""x2ms_adapter.nn_init.constant_"" by x2mindspore."
models/networks.py,118,118,torch.cuda.is_available,UNSUPPORTED_ADAPTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, but will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
models/networks.py,136,136,torch.cuda.is_available,UNSUPPORTED_ADAPTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, but will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
models/networks.py,279,279,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
models/networks.py,298,298,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.tensor"" by x2mindspore."
models/networks.py,299,299,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.tensor"" by x2mindspore."
models/networks.py,304,304,torch.nn.BCEWithLogitsLoss,SUPPORTED,"The corresponding api of ""torch.nn.BCEWithLogitsLoss"" is ""mindspore.nn.BCEWithLogitsLoss"", will be converted to ""loss_wrapper.BCEWithLogitsLoss"" by x2mindspore."
models/networks.py,368,368,torch.rand,SUPPORTED,"The corresponding api of ""torch.rand"" is ""mindspore.ops.UniformReal"", will be converted to ""x2ms_adapter.rand"" by x2mindspore."
models/networks.py,377,377,torch.ones,SUPPORTED,"The corresponding api of ""torch.ones"" is ""mindspore.ops.Ones"", will be converted to ""x2ms_adapter.ones"" by x2mindspore."
models/networks.py,387,387,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
models/networks.py,419,419,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
models/networks.py,428,428,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_adapter.nn.Conv2d"" by x2mindspore."
models/networks.py,434,434,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_adapter.nn.Conv2d"" by x2mindspore."
models/networks.py,441,441,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_adapter.nn.Conv2d"" by x2mindspore."
models/networks.py,449,449,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_adapter.nn.Conv2d"" by x2mindspore."
models/networks.py,457,457,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_adapter.nn.Conv2d"" by x2mindspore."
models/networks.py,458,458,torch.nn.BatchNorm2d,SUPPORTED,"The corresponding api of ""torch.nn.BatchNorm2d"" is ""mindspore.nn.BatchNorm2d"", will be converted to ""x2ms_adapter.nn.BatchNorm2d"" by x2mindspore."
models/networks.py,459,459,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_adapter.nn.ReLU"" by x2mindspore."
models/networks.py,462,462,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_adapter.nn.Sequential"" by x2mindspore."
models/networks.py,469,469,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
models/networks.py,483,483,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_adapter.nn.Dropout"" by x2mindspore."
models/networks.py,484,484,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_adapter.nn.ReLU"" by x2mindspore."
models/networks.py,494,494,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_adapter.nn.Dropout"" by x2mindspore."
models/networks.py,495,495,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_adapter.nn.ReLU"" by x2mindspore."
models/networks.py,498,498,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_adapter.nn.Sequential"" by x2mindspore."
models/networks.py,504,504,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
models/networks.py,514,514,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_adapter.nn.ReLU"" by x2mindspore."
models/networks.py,524,524,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_adapter.nn.Sequential"" by x2mindspore."
models/networks.py,530,530,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
models/networks.py,540,540,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_adapter.nn.ReLU"" by x2mindspore."
models/networks.py,550,550,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_adapter.nn.Sequential"" by x2mindspore."
models/networks.py,556,556,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
models/networks.py,562,562,torch.nn.BatchNorm2d,SUPPORTED,"The corresponding api of ""torch.nn.BatchNorm2d"" is ""mindspore.nn.BatchNorm2d"", will be converted to ""x2ms_adapter.nn.BatchNorm2d"" by x2mindspore."
models/networks.py,583,583,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_adapter.nn.Conv2d"" by x2mindspore."
models/networks.py,585,585,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_adapter.nn.ReLU"" by x2mindspore."
models/networks.py,590,590,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_adapter.nn.Conv2d"" by x2mindspore."
models/networks.py,592,592,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_adapter.nn.ReLU"" by x2mindspore."
models/networks.py,607,607,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_adapter.nn.ReLU"" by x2mindspore."
models/networks.py,609,609,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_adapter.nn.Conv2d"" by x2mindspore."
models/networks.py,612,612,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_adapter.nn.Sequential"" by x2mindspore."
models/networks.py,619,619,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
models/networks.py,622,622,torch.nn.BatchNorm2d,SUPPORTED,"The corresponding api of ""torch.nn.BatchNorm2d"" is ""mindspore.nn.BatchNorm2d"", will be converted to ""x2ms_adapter.nn.BatchNorm2d"" by x2mindspore."
models/networks.py,650,650,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
models/networks.py,655,655,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
models/networks.py,656,656,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
models/networks.py,662,662,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
models/networks.py,663,663,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
models/networks.py,669,669,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
models/networks.py,670,670,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
models/networks.py,676,676,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
models/networks.py,677,677,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
models/networks.py,689,689,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
models/networks.py,698,698,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
models/networks.py,715,715,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
models/networks.py,719,719,torch.nn.BatchNorm2d,SUPPORTED,"The corresponding api of ""torch.nn.BatchNorm2d"" is ""mindspore.nn.BatchNorm2d"", will be converted to ""x2ms_adapter.nn.BatchNorm2d"" by x2mindspore."
models/networks.py,729,729,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_adapter.nn.Sequential"" by x2mindspore."
models/networks.py,731,731,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_adapter.nn.Conv2d"" by x2mindspore."
models/networks.py,733,733,torch.nn.AvgPool2d,SUPPORTED,"The corresponding api of ""torch.nn.AvgPool2d"" is ""mindspore.nn.AvgPool2d"", will be converted to ""x2ms_adapter.nn.AvgPool2d"" by x2mindspore."
models/networks.py,735,735,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_adapter.nn.ReLU"" by x2mindspore."
models/networks.py,741,741,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_adapter.nn.Sequential"" by x2mindspore."
models/networks.py,743,743,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_adapter.nn.Conv2d"" by x2mindspore."
models/networks.py,745,745,torch.nn.AvgPool2d,SUPPORTED,"The corresponding api of ""torch.nn.AvgPool2d"" is ""mindspore.nn.AvgPool2d"", will be converted to ""x2ms_adapter.nn.AvgPool2d"" by x2mindspore."
models/networks.py,747,747,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_adapter.nn.ReLU"" by x2mindspore."
models/networks.py,753,753,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_adapter.nn.Sequential"" by x2mindspore."
models/networks.py,755,755,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_adapter.nn.Conv2d"" by x2mindspore."
models/networks.py,757,757,torch.nn.AvgPool2d,SUPPORTED,"The corresponding api of ""torch.nn.AvgPool2d"" is ""mindspore.nn.AvgPool2d"", will be converted to ""x2ms_adapter.nn.AvgPool2d"" by x2mindspore."
models/networks.py,759,759,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_adapter.nn.ReLU"" by x2mindspore."
models/networks.py,765,765,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_adapter.nn.Sequential"" by x2mindspore."
models/networks.py,767,767,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_adapter.nn.Conv2d"" by x2mindspore."
models/networks.py,769,769,torch.nn.AvgPool2d,SUPPORTED,"The corresponding api of ""torch.nn.AvgPool2d"" is ""mindspore.nn.AvgPool2d"", will be converted to ""x2ms_adapter.nn.AvgPool2d"" by x2mindspore."
models/networks.py,771,771,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_adapter.nn.ReLU"" by x2mindspore."
models/networks.py,780,780,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_adapter.nn.Sequential"" by x2mindspore."
models/networks.py,787,787,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_adapter.nn.Sequential"" by x2mindspore."
models/networks.py,792,792,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_adapter.nn.Sequential"" by x2mindspore."
models/networks.py,794,794,torch.nn.Upsample,SUPPORTED,"The corresponding api of ""torch.nn.Upsample"" is ""mindspore.nn.ResizeBilinear"", will be converted to ""x2ms_adapter.nn.Upsample"" by x2mindspore."
models/networks.py,796,796,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_adapter.nn.Conv2d"" by x2mindspore."
models/networks.py,798,798,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_adapter.nn.ReLU"" by x2mindspore."
models/networks.py,805,805,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_adapter.nn.Sequential"" by x2mindspore."
models/networks.py,807,807,torch.nn.Upsample,SUPPORTED,"The corresponding api of ""torch.nn.Upsample"" is ""mindspore.nn.ResizeBilinear"", will be converted to ""x2ms_adapter.nn.Upsample"" by x2mindspore."
models/networks.py,809,809,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_adapter.nn.Conv2d"" by x2mindspore."
models/networks.py,811,811,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_adapter.nn.ReLU"" by x2mindspore."
models/networks.py,818,818,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_adapter.nn.Sequential"" by x2mindspore."
